"tconst","releaseYear","genres","averageRating","numVotes","directors","writers","outcome"
"tt4160708",2016,"Crime,Horror,Thriller",7.1,263001,"nm1793079","nm1793079,nm2140186","popular"
"tt1527788",2010,"Action,Crime,Drama",7.7,68181,"nm2556572","nm2556572","unpopular"
"tt1366344",2011,"Comedy",5.6,70366,"nm0337773","nm2651299,nm0848966","unpopular"
"tt3480822",2021,"Action,Adventure,Sci-Fi",6.7,343718,"nm0795153","nm3069408,nm2356614,nm0072600","popular"
"tt0063350",1968,"Horror,Thriller",7.8,125251,"nm0001681","nm0751652,nm0001681","unpopular"
"tt0800069",2007,"Horror,Thriller",5.1,63596,"nm1170286","nm0000127,nm0186617","unpopular"
"tt1714206",2013,"Comedy,Drama,Romance",7.1,150863,"nm1242054","nm2354099,nm2352210,nm4043665","unpopular"
"tt1706620",2013,"Action,Sci-Fi,Thriller",7.1,351290,"nm0094435","nm2441468,nm0499429,nm2440893,nm0094435,nm1031176","unpopular"
"tt3530002",2015,"Comedy,Fantasy",6.4,73526,"nm1349522","nm1349522,nm3773434,nm3782043,nm1698571","unpopular"
"tt0052618",1959,"Adventure,Drama,History",8.1,233924,"nm0943758","nm0908753,nm0876562,nm0000683,nm0027173,nm0067103,nm0296737","unpopular"
"tt0116996",1996,"Comedy,Sci-Fi",6.4,223304,"nm0000318","nm0114083,nm0312481,nm0940071,nm0694035,nm0766921,nm0312607","unpopular"
"tt10272386",2020,"Drama,Mystery",8.3,129793,"nm1725469","nm0358960,nm1725469","unpopular"
"tt0457400",2009,"Action,Adventure,Comedy",5.3,69765,"nm0797869","nm0376260,nm0574005,nm0471898,nm0471897","unpopular"
"tt0822847",2011,"Action,Adventure,Fantasy",5.7,119041,"nm0829820","nm2309430,nm2312828","unpopular"
"tt6147768",2016,"Action,Drama,Sport",6.4,237,"nm8509498","nm8509498","popular"
"tt1687901",2011,"Horror,Thriller",6.5,66025,"nm1960322","nm0901446,nm1960322","unpopular"
"tt1832382",2011,"Drama",8.3,239992,"nm1410815","nm1410815","unpopular"
"tt1524930",2015,"Adventure,Comedy",6.1,108925,"nm0326246,nm0197855","nm0326246,nm0197855,nm0000455","unpopular"
"tt4116284",2016,"Action,Adventure,Animation",7.3,144004,"nm0003021","nm0334381,nm0571344,nm1273099,nm2972864,nm4465847,nm0004170,nm0277730,nm0796950,nm0795975,nm0551376,nm9204083,nm9204084,nm9204085,nm4243936","unpopular"
"tt0086567",1983,"Action,Drama,Sci-Fi",7.1,98019,"nm0000824","nm0489623,nm0662748,nm0338396","unpopular"
"tt0120586",1998,"Drama",8.5,1091117,"nm0443411","nm0571346","unpopular"
"tt3183660",2016,"Adventure,Family,Fantasy",7.3,446771,"nm0946734","nm0746830","popular"
"tt1582507",2012,"Drama,Horror,Thriller",5.5,76428,"nm0867127","nm0521649,nm0609236","unpopular"
"tt2231253",2015,"Action,Crime,Drama",5.6,54530,"nm0922346","nm0001279","unpopular"
"tt0963178",2009,"Action,Crime,Drama",6.5,94919,"nm0878756","nm2545235","unpopular"
"tt0019254",1928,"Biography,Drama,History",8.2,53162,"nm0003433","nm0217865,nm0003433","unpopular"
"tt0274558",2002,"Drama,Romance",7.5,130146,"nm0197636","nm1259728,nm0002376","unpopular"
"tt1179891",2009,"Horror,Mystery,Thriller",5.4,56347,"nm0527261","nm0267805,nm2909914,nm0063583,nm0589357","unpopular"
"tt0402894",2005,"Adventure,Comedy,Drama",6.5,53944,"nm0002120","nm0368774,nm1575914,nm0188165","unpopular"
"tt7737786",2020,"Action,Drama,Sci-Fi",6.4,108932,"nm0006846","nm2133655","unpopular"
"tt0268995",2001,"Drama,Romance",6.9,54372,"nm0001104","nm0007136","unpopular"
"tt0491152",2011,"Comedy,Drama,Romance",5.8,61826,"nm0339004","nm1646565,nm2808946","unpopular"
"tt1606389",2012,"Drama,Romance",6.8,191839,"nm1302591","nm0463359,nm0799050,nm0441300,nm1213974","popular"
"tt9777666",2021,"Action,Adventure,Drama",6.6,192441,"nm0003021","nm3916149","unpopular"
"tt1397514",2012,"Action,Adventure,Comedy",5.7,102244,"nm0679031","nm0348160,nm0348208,nm0653693,nm0894523","popular"
"tt1315981",2009,"Drama,Romance",7.5,111073,"nm1053530","nm0410877,nm1053530,nm3179694","unpopular"
"tt1100089",2014,"Biography,Drama,History",7,140961,"nm0587955","nm0296861,nm0001246","unpopular"
"tt0496806",2007,"Crime,Thriller",6.9,339281,"nm0001752","nm0002718,nm0505522,nm0425138,nm0751207","popular"
"tt0443680",2007,"Biography,Crime,Drama",7.5,177846,"nm0231596","nm0231596,nm0361069","unpopular"
"tt4925292",2017,"Comedy,Drama",7.4,275675,"nm1950086","nm1950086","unpopular"
"tt0274166",2003,"Action,Adventure,Comedy",6.2,157225,"nm0398185","nm0701031,nm0905498,nm0204030,nm0398185","unpopular"
"tt0079522",1979,"Comedy,Drama,Romance",7.9,138447,"nm0000095","nm0000095,nm0108613","unpopular"
"tt1862079",2012,"Comedy,Drama,Fantasy",6.9,124972,"nm1119880","nm2081046","unpopular"
"tt0111255",1994,"Action,Drama,Thriller",5.6,65429,"nm0515891","nm0794326,nm0785311","unpopular"
"tt0116922",1997,"Mystery,Thriller",7.6,139294,"nm0000186","nm0000186,nm0317510","unpopular"
"tt0034583",1942,"Drama,Romance,War",8.5,556614,"nm0002031","nm0258493,nm0258525,nm0462321,nm0122417,nm0019706,nm0732452","unpopular"
"tt1298649",2012,"Comedy,Sci-Fi",5.7,126070,"nm1676223","nm2972864,nm0736622,nm1698571","unpopular"
"tt0116409",1996,"Adventure,Drama,Thriller",6.8,60707,"nm0394280","nm0001279","unpopular"
"tt0223897",2000,"Drama",7.2,117987,"nm0001460","nm0404954,nm0228908","unpopular"
"tt0036868",1946,"Drama,Romance,War",8.1,62558,"nm0943758","nm0792845,nm0437969","unpopular"
"tt1691916",2017,"Drama,Fantasy,Mystery",6.4,51045,"nm1735543","nm0535940,nm3986344","unpopular"
"tt10366460",2021,"Comedy,Drama,Music",8,70994,"nm1571761","nm1571761,nm2605079,nm0141133,nm0489309,nm0081179","unpopular"
"tt1028528",2007,"Action,Thriller",7,285023,"nm0000233","nm0000233","unpopular"
"tt0116365",1996,"Comedy,Fantasy,Horror",7.1,87072,"nm0001392","nm0909638,nm0001392","unpopular"
"tt1034331",2008,"Crime,Mystery,Thriller",6,87692,"nm0000816","nm1897957","unpopular"
"tt0217505",2002,"Crime,Drama",7.5,431528,"nm0000217","nm0168379,nm0001873,nm0518836","unpopular"
"tt0082418",1981,"Horror,Mystery,Thriller",6.1,66222,"nm0591171","nm0413826,nm0566699,nm0192446","unpopular"
"tt0298203",2002,"Drama,Music",7.2,277611,"nm0000436","nm0798788","popular"
"tt2503944",2015,"Comedy,Drama",6.6,114538,"nm0920274","nm1140275,nm0435701","unpopular"
"tt4154664",2019,"Action,Adventure,Sci-Fi",6.8,525934,"nm1349818,nm0281396","nm1349818,nm0281396,nm4039044,nm2270979,nm0498834","popular"
"tt0790636",2013,"Biography,Drama",8,474591,"nm0885249","nm1258965,nm2214893","unpopular"
"tt0116040",1996,"Action,Adventure,Drama",5.9,72180,"nm0003418","nm0092018","unpopular"
"tt2531344",2018,"Comedy",6.2,77951,"nm0134224","nm1383738,nm1383078","unpopular"
"tt1570728",2011,"Comedy,Drama,Romance",7.4,505780,"nm0275629,nm0720135","nm1557594","popular"
"tt0462322",2007,"Action,Horror,Thriller",7.5,183165,"nm0001675,nm0942367,nm0000233,nm0957772,nm0744834","nm0001675,nm0957772,nm0942367,nm1249684,nm0744834,nm0000233,nm1080440,nm2639032,nm3851113","unpopular"
"tt0089175",1985,"Fantasy,Horror",7.1,67995,"nm0276169","nm0276169","unpopular"
"tt0805564",2007,"Comedy,Drama,Romance",7.3,143637,"nm0318916","nm1280672","unpopular"
"tt1272878",2013,"Action,Comedy,Crime",6.7,208335,"nm0466349","nm1398578,nm1556427","unpopular"
"tt1935179",2012,"Drama",7.4,177258,"nm2158772","nm2158772","unpopular"
"tt0347048",2004,"Drama,Romance",7.9,53716,"nm0015359","nm0015359","unpopular"
"tt1527186",2011,"Drama,Sci-Fi",7.1,178780,"nm0001885","nm0001885","unpopular"
"tt2401878",2015,"Animation,Comedy,Drama",7.2,70855,"nm2122478,nm0442109","nm0442109","unpopular"
"tt1937149",2012,"Mystery,Thriller",7.6,64112,"nm1079062","nm1079062,nm1516346","unpopular"
"tt0139134",1999,"Drama,Romance",6.8,188945,"nm0474955","nm0480166,nm0474955","unpopular"
"tt0137363",1999,"Action,Crime,Drama",7.2,85718,"nm0671210","nm0472567","unpopular"
"tt1605783",2011,"Comedy,Fantasy,Romance",7.7,413820,"nm0000095","nm0000095","unpopular"
"tt0120631",1998,"Comedy,Drama,Romance",7.1,74378,"nm0855035","nm0335666,nm0855035,nm0663002,nm0674518","unpopular"
"tt0811080",2008,"Action,Adventure,Comedy",6,72809,"nm0905152,nm0905154","nm0905152,nm0905154,nm1033745","unpopular"
"tt4624424",2016,"Adventure,Animation,Comedy",6.8,61021,"nm0842339,nm0831557","nm0831557","unpopular"
"tt0117631",1996,"Biography,Drama,Music",7.7,53765,"nm0382956","nm0764982,nm0382956","unpopular"
"tt0403358",2004,"Action,Fantasy,Horror",6.4,53708,"nm0067457","nm0067457,nm0436164,nm1573262","unpopular"
"tt0012349",1921,"Comedy,Drama,Family",8.3,123830,"nm0000122","nm0000122","unpopular"
"tt0480669",2007,"Mystery,Sci-Fi,Thriller",7.1,62846,"nm1443023","nm1443023","unpopular"
"tt0071853",1975,"Adventure,Comedy,Fantasy",8.2,528849,"nm0001402,nm0000416","nm0001037,nm0000092,nm0001385,nm0000416,nm0001402,nm0001589,nm0540627","unpopular"
"tt0800320",2010,"Action,Adventure,Fantasy",5.8,279469,"nm0504642","nm2012438,nm0006534,nm0542062,nm0189117","popular"
"tt0421238",2005,"Crime,Drama,Western",7.3,52185,"nm0384825","nm0147022","unpopular"
"tt1284575",2011,"Comedy,Romance",5.7,201150,"nm0440458","nm1969144,nm1072409","popular"
"tt0401997",2007,"Biography,Crime,Drama",7,59544,"nm0712753","nm0563240,nm0745360,nm0712753","unpopular"
"tt1464335",2022,"Action,Adventure",6.7,57519,"nm0281508","nm1988994,nm1436466,nm0391344,nm2616125,nm4731086","unpopular"
"tt0466909",2006,"Drama,Fantasy,Horror",5.5,58774,"nm0601382","nm0783544","unpopular"
"tt1528071",2013,"Comedy,Crime,Drama",6.5,82498,"nm0014960","nm1291392,nm0454872","unpopular"
"tt0117666",1996,"Drama",8,92695,"nm0000671","nm0000671","unpopular"
"tt0910936",2008,"Action,Comedy,Crime",6.9,332540,"nm0337773","nm0736622,nm1698571,nm0031976","popular"
"tt0455760",2007,"Horror,Mystery,Thriller",6.1,92876,"nm1490123","nm1191481,nm1490123","unpopular"
"tt0277371",2001,"Comedy",5.7,104205,"nm0302778","nm0070500,nm0258418,nm0414795,nm0064556,nm0424688","unpopular"
"tt2273657",2015,"Biography,Crime,Drama",6.3,67794,"nm3734458","nm3734458,nm1738734,nm4927379","unpopular"
"tt0097757",1989,"Adventure,Animation,Comedy",7.6,254136,"nm0166256,nm0615780","nm0615780,nm0166256,nm0026153,nm0039141,nm0334057,nm3071117,nm0399252","unpopular"
"tt0358082",2005,"Adventure,Animation,Comedy",6.4,143076,"nm0917188,nm0757858","nm0593856,nm0572151,nm1865755,nm0304665,nm0541632,nm0431622,nm0917188","popular"
"tt0096928",1989,"Adventure,Comedy,Music",6.9,127945,"nm0378893","nm0558533,nm0004412","unpopular"
"tt2446042",2014,"Action,Crime,Thriller",6,189334,"nm0576298","nm0000108,nm0436543","popular"
"tt0071807",1974,"Action,Adventure,Thriller",6.7,103292,"nm0357891","nm0537363,nm0542539,nm0001220","unpopular"
"tt0119707",1997,"Action,Adventure,Fantasy",3.6,54042,"nm0502954","nm0095460,nm0440415,nm0923312,nm0864880,nm0295165,nm0007233","unpopular"
"tt0119137",1997,"Comedy,Family,Sci-Fi",5.3,88502,"nm0562645","nm0853139,nm0000455,nm0909556","popular"
"tt11032374",2020,"Action,Adventure,Animation",8.3,50631,"nm1417038","nm10281577","unpopular"
"tt0085333",1983,"Horror,Thriller",6.7,80273,"nm0000118","nm0000175,nm0680250","unpopular"
"tt0117731",1996,"Action,Adventure,Drama",7.6,123597,"nm0000408","nm0734472,nm0075834,nm0103804,nm0601822","popular"
"tt0293508",2004,"Drama,Musical,Romance",7.2,121200,"nm0001708","nm0503693,nm0515908,nm0001708","unpopular"
"tt0455944",2014,"Action,Crime,Thriller",7.2,360821,"nm0298807","nm0921013,nm0805994,nm2030456","popular"
"tt0082495",1981,"Horror",6.5,87017,"nm0742819","nm0000118,nm0384185","unpopular"
"tt8291224",2019,"Action,Drama,History",8.4,57605,"nm2336554","nm2336554","unpopular"
"tt0119008",1997,"Biography,Crime,Drama",7.7,298486,"nm0001565","nm0685587,nm0940361,nm0001921","unpopular"
"tt2082197",2012,"Comedy,Drama,Romance",8.2,80415,"nm1397301","nm1397301,nm6215655,nm1821635","unpopular"
"tt1103153",2010,"Action,Comedy,Romance",5.4,90930,"nm0525659","nm0220521,nm0341372","unpopular"
"tt0121164",2005,"Animation,Drama,Family",7.4,263388,"nm0000318,nm0425843","nm0000318,nm0335022,nm0041864,nm0003031,nm0972040","unpopular"
"tt1723811",2011,"Drama",7.2,192704,"nm2588606","nm2588606,nm0604448,nm0543283","unpopular"
"tt0232500",2001,"Action,Crime,Thriller",6.8,376073,"nm0003418","nm0508446,nm0860155,nm0074980,nm0043742","popular"
"tt0120148",1998,"Comedy,Drama,Fantasy",6.7,66342,"nm0398185","nm0398185","unpopular"
"tt0164181",1999,"Horror,Mystery,Thriller",7,80431,"nm0462895","nm0558577,nm0462895","unpopular"
"tt0234215",2003,"Action,Sci-Fi",7.2,582242,"nm0905152,nm0905154","nm0905152,nm0905154","popular"
"tt0120184",1998,"Action,Mystery,Sci-Fi",6.1,105494,"nm0001469","nm0000341,nm0934483,nm0369561,nm0001921","unpopular"
"tt3110958",2016,"Action,Adventure,Comedy",6.4,277075,"nm0160840","nm0004412,nm1095804,nm0945026,nm3242689","unpopular"
"tt1735898",2012,"Action,Adventure,Drama",6.1,285112,"nm2782185","nm2489193,nm0359387,nm0024925","popular"
"tt0469494",2007,"Drama",8.2,565344,"nm0000759","nm0000759,nm0801737","unpopular"
"tt0116705",1996,"Adventure,Comedy,Family",5.7,102861,"nm0505152","nm0466473","unpopular"
"tt5461944",2018,"Action,Drama,History",7.6,61127,"nm2285536","nm0171722,nm2285536","unpopular"
"tt0948470",2012,"Action,Adventure,Sci-Fi",7,633478,"nm1989536","nm0888743,nm0765091,nm0460141,nm0498278,nm0228492","popular"
"tt0914863",2010,"Crime,Drama,Thriller",7.1,87456,"nm0429964","nm0940974","unpopular"
"tt0209958",2000,"Crime,Horror,Sci-Fi",6.4,101467,"nm0802248","nm0698873","unpopular"
"tt0329575",2003,"Drama,History,Sport",7.3,71996,"nm0002657","nm1227780,nm0002657","popular"
"tt0071360",1974,"Drama,Mystery,Thriller",7.8,109062,"nm0000338","nm0000338","unpopular"
"tt0087985",1984,"Action,Drama,Thriller",6.3,55758,"nm0587518","nm0721817,nm0587518","unpopular"
"tt0918927",2008,"Drama,Mystery",7.5,127791,"nm0788234","nm0788234","unpopular"
"tt1939659",2013,"Drama,Horror",5.9,138652,"nm0005303","nm0169548,nm2630745,nm0000175","unpopular"
"tt0322259",2003,"Action,Crime,Thriller",5.9,268498,"nm0005436","nm0860155,nm0104973,nm0351929","popular"
"tt1683526",2011,"Drama",7.7,83303,"nm0443411","nm1656308","unpopular"
"tt4169250",2016,"Biography,Drama,Sport",8.1,52454,"nm3109770","nm3109770,nm4614038,nm3118214,nm4274191","unpopular"
"tt0349825",2004,"Biography,Drama,History",7.5,53531,"nm0640334","nm1325865","unpopular"
"tt0120601",1999,"Comedy,Drama,Fantasy",7.8,328799,"nm0005069","nm0442109","unpopular"
"tt0088939",1985,"Drama",7.7,84848,"nm0000229","nm0583675,nm0907504","unpopular"
"tt2395427",2015,"Action,Adventure,Sci-Fi",7.3,825098,"nm0923736","nm0923736,nm0498278,nm0456158,nm0800209,nm4160687","popular"
"tt0810913",2011,"Comedy",3.3,83270,"nm0240797","nm0957840,nm0466175,nm0001191,nm0184445,nm0806912","unpopular"
"tt0480249",2007,"Action,Drama,Sci-Fi",7.2,733860,"nm1349376","nm0698873,nm0326040,nm0558577,nm0181019,nm0181020","popular"
"tt6139732",2019,"Adventure,Comedy,Family",6.9,255167,"nm0005363","nm0041864,nm0005363","popular"
"tt0122151",1998,"Action,Crime,Thriller",6.6,160835,"nm0001149","nm0000948,nm0501380,nm0332184,nm0587692,nm0316888","popular"
"tt2431286",2013,"Biography,Comedy,Drama",7.6,98937,"nm0001241","nm0176869,nm0691131,nm1939381","unpopular"
"tt0079944",1979,"Drama,Sci-Fi",8.1,130658,"nm0001789","nm0835297,nm0835298,nm0001789,nm0850493","unpopular"
"tt0080453",1980,"Adventure,Drama,Romance",5.8,68463,"nm0459170","nm0821070,nm0829343","unpopular"
"tt1270797",2018,"Action,Adventure,Sci-Fi",6.7,459574,"nm0281508","nm0003298,nm0545150,nm0684374,nm0568825,nm2163440","popular"
"tt0098282",1989,"Comedy,Crime",6.8,53695,"nm0002137","nm0056958,nm0838441,nm0941703,nm0906997,nm0476065,nm0000698","unpopular"
"tt2494362",2015,"Drama,Horror,Western",7.1,97239,"nm0951975","nm0951975","unpopular"
"tt0322802",2002,"Action,Comedy,Documentary",6.6,91278,"nm0871860","nm0871860,nm0005069,nm0424216,nm0546640,nm0828177,nm1035634,nm0690686,nm0257424,nm0242756,nm0569199,nm0225164,nm1029269,nm2525534,nm1079524,nm0519671,nm4007510,nm8722262,nm2928258,nm0154074","unpopular"
"tt0097742",1989,"Action,Adventure,Thriller",6.7,102444,"nm0322515","nm0933865,nm0537363,nm0001220","unpopular"
"tt0080801",1980,"Adventure,Comedy",7.3,55386,"nm0371059","nm0371059","unpopular"
"tt0780653",2010,"Drama,Fantasy,Horror",5.8,105953,"nm0002653","nm0001825,nm0783100,nm0802561","unpopular"
"tt2446980",2015,"Biography,Drama",6.6,134922,"nm0751102","nm0751102,nm1754239","unpopular"
"tt0120587",1998,"Adventure,Animation,Comedy",6.6,152972,"nm0426333,nm0201509","nm0017305,nm0919363,nm0919369","popular"
"tt0770828",2013,"Action,Adventure,Sci-Fi",7.1,748405,"nm0811583","nm0275286,nm0634240,nm0796950,nm0795975","popular"
"tt4846232",2017,"Crime,Drama,Thriller",7.3,114372,"nm1343394,nm1509478","nm2563482,nm1343394","unpopular"
"tt2139881",2019,"Comedy,Romance",6.8,107693,"nm1349522","nm1003839,nm2176283","unpopular"
"tt0083922",1982,"Drama",8.1,62932,"nm0000005","nm0000005","unpopular"
"tt1587707",2010,"Comedy,Crime,Documentary",8,65741,"nm2612991","\N","unpopular"
"tt0286244",2003,"Animation,Comedy,Drama",7.8,53956,"nm0158984","nm0158984","unpopular"
"tt1120985",2010,"Drama,Romance",7.4,194089,"nm0161834","nm0161834,nm0193387,nm2337556","unpopular"
